Id;source;latitude;longitude;region;country;admin1;localityName;localityQuality;observationDate;reportingDate;status;disease;serotypes;speciesDescription;sumAtRisk;sumCases;sumDeaths;sumDestroyed;sumSlaughtered;humansGenderDesc;humansAge;humansAffected;humansDeaths
242330;National authorities;45.56;-94.163;Americas;United States of America;Minnesota;Stearns County ;Exact;2018-10-30;2018-11-01;Confirmed;Influenza - Avian;H5N2 LPAI;domestic, turkey;34450;;;;;;0;;
242297;OIE;13.06;109.2795;Asia;Viet Nam;Phu Yen;Dong Binh;Exact;2018-10-27;2018-11-02;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;2900;1700;1700;1900;;;;;
242296;OIE;-34.0;21.6;Africa;South Africa;Western Cape;HPAI_H5N8_2017_194;Exact;2018-09-15;2018-11-02;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;1014;8;2;;;;;;
242230;National authorities;24.662985;107.838044;Asia;China;Guangxi Zhuangzu Zizhiqu;Hechi;Centroid Admin2;2018-10-18;2018-10-31;Confirmed;Influenza - Avian;H5N6 HPAI;;;;;;;Male;44;1;1
242229;OIE;23.609361;120.30366;Asia;Taiwan (Province of China);Taiwan Sheng;Beigang Township;Exact;2018-10-20;2018-11-01;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, turkey;6315;2730;2730;3585;;;;;
242199;National authorities;42.0453;25.3508;Europe;Bulgaria;Haskovo;Varbitsa;Exact;2018-10-29;2018-10-31;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, duck;4000;20;;3980;;;0;;
242198;National authorities;42.1019;25.0244;Europe;Bulgaria;Plovdiv;Bogdanitsa village;Exact;2018-10-29;2018-10-31;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, chicken;39177;4200;4200;34977;;;0;;
242154;OIE;41.86;25.6278;Europe;Bulgaria;Haskovo;Malevo;Exact;2018-10-26;2018-10-26;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;1000;;;;;;0;;
242153;OIE;41.9667;25.4456;Europe;Bulgaria;Haskovo;Garvanovo;Exact;2018-10-26;2018-10-26;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;12797;;;;;;0;;
242152;OIE;42.0886;24.8181;Europe;Bulgaria;Plovdiv;Krumovo;Exact;2018-10-23;2018-10-26;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;85;78;78;7;;;;;
242015;OIE;30.691;111.246;Asia;China;Hubei Sheng;Fanjiahu Village;Exact;2018-09-24;2018-10-24;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;5337;340;340;4997;;;;;
241947;OIE;15.468588;106.532138;Asia;Lao People's Democratic Republic;Xekong;Kandonmai ;Exact;2018-10-10;2018-10-22;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;45;28;18;27;;;0;;
241946;OIE;45.122;-95.049;Americas;United States of America;Minnesota;Kandiyohi County;Exact;2018-10-19;2018-10-22;Confirmed;Influenza - Avian;H5N2 LPAI;domestic, turkey;40000;;;;;;0;;
241909;National authorities;37.542616;127.462483;Asia;Republic of Korea;Kyonggi-do;mouth of the Han River in Paju, Gyeonggi province;Centroid Admin1;2018-10-11;2018-10-18;Confirmed;Influenza - Avian;H5N2 LPAI;environmental sample, unspecified bird;;;;;;;0;;
241908;National authorities;37.542616;127.462483;Asia;Republic of Korea;Kyonggi-do;Paju, Gyeonggi-do (Munsan Stream) ;Centroid Admin1;2018-10-15;2018-10-18;Confirmed;Influenza - Avian;H5N2 LPAI;environmental sample, unspecified bird;0;0;0;0;0;;0;;
241860;National authorities;36.75;127.75;Asia;Republic of Korea;Chungchongbuk-do;Cheongju Mihocheon in Chungbuk Province ;Centroid Admin1;2018-10-15;2018-10-18;Confirmed;Influenza - Avian;H5 LPAI;environmental sample, unspecified bird;0;0;0;0;0;;0;;
241859;National authorities;35.816667;127.15;Asia;Republic of Korea;Chollabuk-do;Mt. Mangyeong River Estuary in Jeonbuk Province ;Centroid Admin1;2018-10-10;2018-10-18;Confirmed;Influenza - Avian;H5N2 LPAI;environmental sample, unspecified bird;0;0;0;0;0;;0;;
241766;OIE;12.4767;108.4031;Asia;Viet Nam;Dak Lak;Village 2;Exact;2018-10-07;2018-10-18;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;2500;100;100;2400;;;;;
241765;National authorities;41.86;25.55;Europe;Bulgaria;Haskovo;Voyvodovo;Centroid Admin2;2018-10-17;2018-10-18;Confirmed;Influenza - Avian;H5 HPAI;domestic, chicken;130000;7387;7387;122613;;;0;;
241761;National authorities;41.86;25.55;Europe;Bulgaria;Haskovo;Voyvodovo;Exact;2018-10-17;2018-10-18;Confirmed;Influenza - Avian;H5 HPAI;domestic, duck;16000;331;331;15669;;;0;;
241211;OIE;37.62;-120.969;Americas;United States of America;California;Stanislaus County;Exact;2018-10-04;2018-10-12;Confirmed;Influenza - Avian;H7N3 LPAI;domestic, turkey;33400;;;;;;;;
241068;OIE;22.74791667;120.58841667;Asia;Taiwan (Province of China);Taiwan Sheng; Yanpu Township ;Exact;2018-10-03;2018-10-09;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, chicken;10618;1670;1670;8948;;;0;;
241067;OIE;23.75477222;120.22635278;Asia;Taiwan (Province of China);Taiwan Sheng;Taixi Township;Exact;2018-09-25;2018-10-09;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, duck;4290;;60;4290;;;0;;
240989;National authorities;27.809;109.392;Asia;China;Hunan Sheng;Dutong Village,Chatian Township, Fenghuang County;Exact;2018-09-26;2018-10-09;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;1414;516;385;1029;;;0;;
240960;OIE;22.627445;120.525131;Asia;Taiwan (Province of China);Taiwan Sheng;Zhutian Township;Exact;2018-09-23;2018-10-08;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, duck;;60;60;;;;;;
240868;National authorities;42.2047;24.9581;Europe;Bulgaria;Plovdiv;Manolsko Konare;Exact;2018-10-03;2018-10-05;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, chicken, domestic, turkey;406;98;98;308;;;0;;
240718;OIE;48.3498;40.2975;Europe;Russian Federation;Rostovskaya Oblast;Staraya Stanitsa;Exact;2018-09-24;2018-10-01;Confirmed;Influenza - Avian;H5 HPAI;domestic, unspecified bird;274929;11979;11979;82;;;0;;
240709;National authorities;25.832;106.665;Asia;China;Guizhou Sheng;Xinmin Village ;Centroid Locality;2018-09-07;2018-09-29;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;37299;5297;4948;32351;;;0;;
240695;National authorities;23.133333;113.266667;Asia;China;Guangdong Sheng;Guangzhou;Exact;2018-09-25;2018-09-30;Confirmed;Influenza - Avian;H5N6 HPAI;;;;;;;Male;22;1;0
240658;OIE;23.77768;120.45968;Asia;Taiwan (Province of China);Taiwan Sheng;Xiluo Township;Exact;2018-09-16;2018-09-26;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, goose;1914;84;84;1830;;;;;
240527;National authorities;22.6315;106.288;Asia;Viet Nam;Cao Bang;Duyet Trung ward;Exact;2018-09-14;2018-09-21;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, chicken, domestic, duck, domestic, goose;6803;;;6803;;;0;;
240525;National authorities;23.601248;120.826967;Asia;Taiwan (Province of China);Taiwan Sheng;Xiluo Township;Centroid Admin1;2018-09-16;2018-09-19;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, unspecified bird;;;;;;;0;;
240524;National authorities;42.2089;24.8764;Europe;Bulgaria;Plovdiv;Trilistnik;Centroid Admin2;2018-09-19;2018-09-19;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;44063;415;415;43648;;;0;;
240405;OIE;37.51;-120.988;Americas;United States of America;California;Stanislaus County;Exact;2018-09-12;2018-09-19;Confirmed;Influenza - Avian;H7N3 LPAI;domestic, turkey;35000;;;35000;;;;;
240282;OIE;-32.1;21.6;Africa;South Africa;Northern Cape;HPAI_H5N8_2017_193;Exact;2018-09-03;2018-09-14;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;;1;;;;;;;
240233;OIE;37.51;-120.988;Americas;United States of America;California;Stanislaus County;Exact;2018-09-06;2018-09-12;Confirmed;Influenza - Avian;H7N3 LPAI;domestic, turkey;26258;;;26258;;;;;
240025;OIE;55.209145;11.187172;Europe;Denmark;Vestsjaelland;Orehoved;Centroid Locality;2018-09-03;2018-09-11;Confirmed;Influenza - Avian;H5N6 HPAI;wild,mute swan (cygnus olor), wild, common eider (somateria mollissima));;2;2;;;;0;;
240023;OIE;55.209145;11.187172;Europe;Denmark;Vestsjaelland;Egholm;Centroid Locality;2018-08-27;2018-09-11;Confirmed;Influenza - Avian;H5N6 HPAI;wild,mallard,wild,common pheasant (phasianus colchicus));;4;4;;;;;;
240015;OIE;23.60939;120.31081;Asia;Taiwan (Province of China);Taiwan Sheng;Beigang Township ;Exact;2018-09-03;2018-09-10;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, turkey;2652;450;450;2202;;;0;;
240012;OIE;23.699358;120.238394;Asia;Taiwan (Province of China);Taiwan Sheng; Dongshi Township ;Exact;2018-08-30;2018-09-10;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, goose;3279;1213;1213;2066;;;;;
239474;OIE;23.75283;120.21884;Asia;Taiwan (Province of China);Taiwan Sheng;TaixiTownship ;Exact;2018-08-26;2018-09-04;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, chicken;28716;6380;6380;22336;;;0;;
239473;OIE;22.809953;120.311241;Asia;Taiwan (Province of China);Taiwan Sheng;Gangshan District ;Exact;2018-08-19;2018-09-04;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, chicken;1615;;0;1615;;;0;;
